9.636599999999999682e+02,1.098460000000000036e+03,9.587000000000000455e+02,9.983300000000000409e+02,9.983300000000000409e+02,1.477750080000000000e+08
9.986200000000000045e+02,1.031390000000000100e+03,9.967000000000000455e+02,1.021750000000000000e+03,1.021750000000000000e+03,2.221849920000000000e+08
1.021600000000000023e+03,1.044079999999999927e+03,1.021600000000000023e+03,1.043839999999999918e+03,1.043839999999999918e+03,1.851680000000000000e+08
1.044400000000000091e+03,1.159420000000000073e+03,1.042074000000000069e+03,1.154730000000000018e+03,1.154730000000000018e+03,3.449459840000000000e+08
1.156730000000000018e+03,1.191099999999999909e+03,9.104199999999999591e+02,1.013379999999999995e+03,1.013379999999999995e+03,5.101990080000000000e+08
1.014240000000000009e+03,1.149001999999999953e+03,8.839400000000000546e+02,1.139304000000000087e+03,9.022000000000000455e+02,3.518760000000000000e+08
9.034900000000000091e+02,9.085900000000000318e+02,8.235599999999999454e+02,9.085900000000000318e+02,9.085900000000000318e+02,2.795500160000000000e+08
9.081699999999999591e+02,9.427200000000000273e+02,8.872500000000000000e+02,9.112000000000000455e+02,9.112000000000000455e+02,1.587150080000000000e+08
9.132400000000000091e+02,9.136900000000000546e+02,8.798099999999999454e+02,9.028300000000000409e+02,9.028300000000000409e+02,1.418769920000000000e+08
9.024400000000000546e+02,9.148700000000000045e+02,9.010599999999999454e+02,9.076799999999999500e+02,9.076799999999999500e+02,1.158080000000000000e+08
9.081100000000000136e+02,9.194500000000000455e+02,7.627699999999999818e+02,7.777599999999999909e+02,7.777599999999999909e+02,3.109289920000000000e+08
7.751799999999999500e+02,8.262500000000000000e+02,7.557599999999999909e+02,8.048300000000000409e+02,8.048300000000000409e+02,2.223260000000000000e+08
8.037400000000000091e+02,8.290000000000000000e+02,7.800000000000000000e+02,8.239800000000000182e+02,8.239800000000000182e+02,1.689680000000000000e+08
8.251399999999999864e+02,8.350900000000000318e+02,8.124600000000000364e+02,8.184099999999999682e+02,8.184099999999999682e+02,9.306329600000000000e+07
8.181399999999999864e+02,8.233099999999999454e+02,8.128700000000000045e+02,8.217999999999999545e+02,8.217999999999999545e+02,7.101360000000000000e+07
8.217799999999999727e+02,8.345299999999999727e+02,8.202699999999999818e+02,8.315299999999999727e+02,8.315299999999999727e+02,8.275520000000000000e+07
8.309500000000000455e+02,9.105599999999999454e+02,8.307999999999999545e+02,9.079400000000000546e+02,9.079400000000000546e+02,1.550950080000000000e+08
9.093700000000000045e+02,9.175000000000000000e+02,8.582999999999999545e+02,8.866200000000000045e+02,8.866200000000000045e+02,2.256769920000000000e+08
8.883400000000000318e+02,9.046100000000000136e+02,8.843400000000000318e+02,8.990700000000000500e+02,8.990700000000000500e+02,1.056250000000000000e+08
8.981699999999999591e+02,8.993999999999999773e+02,8.870099999999999909e+02,8.950299999999999727e+02,8.950299999999999727e+02,8.672840000000000000e+07
8.955499999999999545e+02,9.273700000000000045e+02,8.955299999999999727e+02,9.217899999999999636e+02,9.217899999999999636e+02,1.111580000000000000e+08
9.222100000000000364e+02,9.375299999999999727e+02,8.975599999999999454e+02,9.246699999999999591e+02,9.246699999999999591e+02,1.165730000000000000e+08
9.255000000000000000e+02,9.282699999999999818e+02,9.167400000000000091e+02,9.210099999999999909e+02,9.210099999999999909e+02,7.358860000000000000e+07
9.106799999999999500e+02,9.241499999999999773e+02,8.922899999999999636e+02,8.926900000000000546e+02,8.926900000000000546e+02,1.113490000000000000e+08
8.919199999999999591e+02,9.032500000000000000e+02,8.916900000000000546e+02,9.015399999999999636e+02,9.015399999999999636e+02,1.208310000000000000e+08
9.023999999999999773e+02,9.193300000000000409e+02,9.022200000000000273e+02,9.175900000000000318e+02,9.175900000000000318e+02,1.319580000000000000e+08
9.183600000000000136e+02,9.232200000000000273e+02,9.158500000000000227e+02,9.197500000000000000e+02,9.197500000000000000e+02,1.255940000000000000e+08
9.198099999999999454e+02,9.239099999999999682e+02,9.198099999999999454e+02,9.215900000000000318e+02,9.215900000000000318e+02,6.897960000000000000e+07
9.220700000000000500e+02,9.663979999999999109e+02,9.191499999999999773e+02,9.195000000000000000e+02,9.195000000000000000e+02,6.085170000000000000e+07
9.201499999999999773e+02,9.230499999999999545e+02,9.194700000000000273e+02,9.532040000000000646e+02,9.203799999999999955e+02,7.822729600000000000e+07
9.209600000000000364e+02,9.720199999999999818e+02,9.209600000000000364e+02,9.703999999999999773e+02,9.703999999999999773e+02,1.645820000000000000e+08
9.709400000000000546e+02,9.891100000000000136e+02,9.707400000000000091e+02,9.890199999999999818e+02,9.890199999999999818e+02,1.501100000000000000e+08
9.900000000000000000e+02,1.013519999999999982e+03,9.832200000000000273e+02,1.011799999999999955e+03,1.011799999999999955e+03,1.458209920000000000e+08
1.011460000000000036e+03,1.157954000000000178e+03,1.008789999999999964e+03,1.029910000000000082e+03,1.029910000000000082e+03,2.012780000000000000e+08
1.031329999999999927e+03,1.045900000000000091e+03,1.015159999999999968e+03,1.042900000000000091e+03,1.042900000000000091e+03,1.550640000000000000e+08
1.043519999999999982e+03,1.043630000000000109e+03,1.022370000000000005e+03,1.027339999999999918e+03,1.027339999999999918e+03,1.142080000000000000e+08
1.028400000000000091e+03,1.044640000000000100e+03,1.028160000000000082e+03,1.038150000000000091e+03,1.038150000000000091e+03,1.117620000000000000e+08
1.040140000000000100e+03,1.061930000000000064e+03,1.040140000000000100e+03,1.061349999999999909e+03,1.061349999999999909e+03,1.460070080000000000e+08
1.062319999999999936e+03,1.078970000000000027e+03,1.037490000000000009e+03,1.063069999999999936e+03,1.063069999999999936e+03,2.018550080000000000e+08
1.064700000000000045e+03,1.088990000000000009e+03,9.533400000000000318e+02,9.943799999999999955e+02,9.943799999999999955e+02,4.072200000000000000e+08
